edgeID,startNode,endNode
DHALL02902_DSTAI00402,DHALL02902,DSTAI00402
FHALL01301_FHALL00901,FHALL01301,FHALL00901
FHALL01301_FHALL01001,FHALL01301,FHALL01001
FDEPT00601_FHALL03201,FDEPT00601,FHALL03201
BHALL04102_WELEV00H02,BHALL04102,WELEV00H02
IHALL01403_IREST00503,IHALL01403,IREST00503
HSTAI00302_HHALL00802,HSTAI00302,HHALL00802
CLABS002L1_CHALL005L1,CLABS002L1,CHALL005L1
CLABS002L1_CREST001L1,CLABS002L1,CREST001L1
AHALL01001_AHALL00101,AHALL01001,AHALL00101
HHALL00603_HHALL00703,HHALL00603,HHALL00703
HHALL00603_HHALL01503,HHALL00603,HHALL01503
HHALL00603_WELEV00L03,HHALL00603,WELEV00L03
EDEPT00301_EDEPT00201,EDEPT00301,EDEPT00201
EDEPT00301_EHALL02101,EDEPT00301,EHALL02101
DHALL05002_DHALL05102,DHALL05002,DHALL05102
BDEPT00902_BHALL01402,BDEPT00902,BHALL01402
BDEPT00902_WELEV00E02,BDEPT00902,WELEV00E02
GHALL03702_GHALL03302,GHALL03702,GHALL03302
GHALL03702_GHALL03602,GHALL03702,GHALL03602
GHALL03702_GHALL03802,GHALL03702,GHALL03802
GHALL03702_WHALL00902,GHALL03702,WHALL00902
BHALL00202_BHALL00102,BHALL00202,BHALL00102
BHALL00202_BHALL00502,BHALL00202,BHALL00502
WHALL00802_GHALL02202,WHALL00802,GHALL02202
WHALL00802_WHALL00702,WHALL00802,WHALL00702
HHALL00602_HHALL00502,HHALL00602,HHALL00502
HHALL00602_HHALL00702,HHALL00602,HHALL00702
BLABS00102_BHALL00402,BLABS00102,BHALL00402
FHALL02201_FHALL02101,FHALL02201,FHALL02101
XEXIT  202_XHALL16002,XEXIT  202,XHALL16002
XEXIT  202_XHALL16102,XEXIT  202,XHALL16102
BHALL01302_BHALL01202,BHALL01302,BHALL01202
BHALL01302_BDEPT00802,BHALL01302,BDEPT00802
GHALL01402_GHALL01202,GHALL01402,GHALL01202
GHALL01402_GHALL01302,GHALL01402,GHALL01302
GHALL01402_GHALL01602,GHALL01402,GHALL01602
GHALL01401_GHALL01501,GHALL01401,GHALL01501
BHALL03602_BHALL03802,BHALL03602,BHALL03802
BHALL03602_BHALL03702,BHALL03602,BHALL03702
DINFO00202_DHALL05402,DINFO00202,DHALL05402
GELEV00Q01_GDEPT01901,GELEV00Q01,GDEPT01901
GELEV00Q01_GELEV00Q02,GELEV00Q01,GELEV00Q02
GELEV00Q01_GELEV00Q03,GELEV00Q01,GELEV00Q03
GELEV00Q01_GELEV00QL1,GELEV00Q01,GELEV00QL1
GELEV00Q01_GELEV00QL2,GELEV00Q01,GELEV00QL2
GELEV00Q03_GDEPT00403,GELEV00Q03,GDEPT00403
GELEV00Q03_GELEV00Q02,GELEV00Q03,GELEV00Q02
GELEV00Q03_GELEV00QL1,GELEV00Q03,GELEV00QL1
GELEV00Q03_GELEV00QL2,GELEV00Q03,GELEV00QL2
GELEV00Q02_GREST03102,GELEV00Q02,GREST03102
GELEV00Q02_GELEV00QL1,GELEV00Q02,GELEV00QL1
GELEV00Q02_GELEV00QL2,GELEV00Q02,GELEV00QL2
FSERV00501_FHALL03001,FSERV00501,FHALL03001
EHALL03101_EDEPT00401,EHALL03101,EDEPT00401
EHALL03101_EHALL03401,EHALL03101,EHALL03401
EHALL03101_EHALL03501,EHALL03101,EHALL03501
DHALL00902_DHALL00802,DHALL00902,DHALL00802
DHALL00902_DHALL01002,DHALL00902,DHALL01002
DHALL00902_DSTAI00102,DHALL00902,DSTAI00102
DRETL00102_DHALL02202,DRETL00102,DHALL02202
WELEV00E02_WELEV00E01,WELEV00E02,WELEV00E01
CHALL003L2_CHALL002L2,CHALL003L2,CHALL002L2
CHALL003L2_CHALL004L2,CHALL003L2,CHALL004L2
CHALL003L1_CCONF003L1,CHALL003L1,CCONF003L1
CHALL003L1_CLABS004L1,CHALL003L1,CLABS004L1
CHALL003L1_CLABS005L1,CHALL003L1,CLABS005L1
GHALL011L2_GHALL010L2,GHALL011L2,GHALL010L2
GHALL011L2_GHALL012L2,GHALL011L2,GHALL012L2
AHALL0100G_AHALL0110G,AHALL0100G,AHALL0110G
GHALL00202_GHALL00102,GHALL00202,GHALL00102
GHALL00202_GHALL00402,GHALL00202,GHALL00402
BHALL02502_BHALL02602,BHALL02502,BHALL02602
GHALL00203_GHALL00103,GHALL00203,GHALL00103
GHALL00203_GHALL00303,GHALL00203,GHALL00303
CCONF001L1_CHALL015L1,CCONF001L1,CHALL015L1
WELEV00E01_EHALL02201,WELEV00E01,EHALL02201
WELEV00E01_ADEPT01504,WELEV00E01,ADEPT01504
GHALL00201_GEXIT00101,GHALL00201,GEXIT00101
GHALL00201_GHALL00301,GHALL00201,GHALL00301
XHALL16102_XHALL16202,XHALL16102,XHALL16202
HHALL00702_HHALL00802,HHALL00702,HHALL00802
CLABS003L1_CHALL006L1,CLABS003L1,CHALL006L1
CLABS003L1_CLABS004L1,CLABS003L1,CLABS004L1
HHALL00703_HHALL00803,HHALL00703,HHALL00803
ESTAI00401_BSTAI00802,ESTAI00401,BSTAI00802
ESTAI00401_EHALL03301,ESTAI00401,EHALL03301
EHALL02001_EREST00101,EHALL02001,EREST00101
WHALL00702_HHALL00902,WHALL00702,HHALL00902
CHALL015L1_CREST003L1,CHALL015L1,CREST003L1
BHALL01202_BHALL01102,BHALL01202,BHALL01102
BHALL01202_WELEV00G02,BHALL01202,WELEV00G02
BHALL03502_BHALL00302,BHALL03502,BHALL00302
BHALL03502_BHALL00402,BHALL03502,BHALL00402
IHALL00803_IHALL00703,IHALL00803,IHALL00703
IHALL00803_IREST00303,IHALL00803,IREST00303
GHALL01303_GHALL01003,GHALL01303,GHALL01003
GHALL01302_GHALL01102,GHALL01302,GHALL01102
GHALL01302_GHALL01502,GHALL01302,GHALL01502
CCONF002L1_WELEV00HL1,CCONF002L1,WELEV00HL1
EHALL03201_EDEPT00401,EHALL03201,EDEPT00401
EHALL03201_EHALL03301,EHALL03201,EHALL03301
WELEV00F01_EREST00201,WELEV00F01,EREST00201
WELEV00F01_EHALL02601,WELEV00F01,EHALL02601
WELEV00F01_WELEV00F02,WELEV00F01,WELEV00F02
CHALL004L1_CREST004L1,CHALL004L1,CREST004L1
CHALL004L1_WELEV00HL1,CHALL004L1,WELEV00HL1
FHALL01101_FHALL00901,FHALL01101,FHALL00901
AHALL0110G_ADEPT0020G,AHALL0110G,ADEPT0020G
GHALL02401_GELEV00N01,GHALL02401,GELEV00N01
GHALL00102_GHALL00302,GHALL00102,GHALL00302
HSTAI00102_HHALL00302,HSTAI00102,HHALL00302
HSTAI00103_HHALL00503,HSTAI00103,HHALL00503
HHALL00802_HHALL00902,HHALL00802,HHALL00902
HHALL00803_HHALL00903,HHALL00803,HHALL00903
HHALL00803_HSERV00103,HHALL00803,HSERV00103
DHALL05202_DHALL05102,DHALL05202,DHALL05102
WHALL00602_BSTAI00902,WHALL00602,BSTAI00902
WHALL00602_WHALL00502,WHALL00602,WHALL00502
EHALL02101_EHALL02201,EHALL02101,EHALL02201
GDEPT01901_GCONF02001,GDEPT01901,GCONF02001
CHALL012L1_CHALL013L1,CHALL012L1,CHALL013L1
CREST001L1_CHALL001L1,CREST001L1,CHALL001L1
FHALL02001_FSERV00301,FHALL02001,FSERV00301
BHALL01102_BHALL01002,BHALL01102,BHALL01002
BHALL01102_BHALL02302,BHALL01102,BHALL02302
AHALL0010G_AHALL0020G,AHALL0010G,AHALL0020G
GHALL01602_GHALL01502,GHALL01602,GHALL01502
GHALL002L1_GEXIT001L1,GHALL002L1,GEXIT001L1
GHALL01601_GHALL01501,GHALL01601,GHALL01501
BHALL03402_BCONF00102,BHALL03402,BCONF00102
BHALL03402_BHALL00302,BHALL03402,BHALL00302
BHALL03402_BREST00102,BHALL03402,BREST00102
IHALL00703_IHALL00603,IHALL00703,IHALL00603
CCONF003L1_CHALL002L1,CCONF003L1,CHALL002L1
DHALL04102_DDEPT00302,DHALL04102,DDEPT00302
DHALL04102_DHALL04202,DHALL04102,DHALL04202
DHALL04102_DSTAI00702,DHALL04102,DSTAI00702
CREST001L2_CHALL002L2,CREST001L2,CHALL002L2
CREST001L2_CLABS001L2,CREST001L2,CLABS001L2
GDEPT00702_GHALL01002,GDEPT00702,GHALL01002
GDEPT00702_GHALL01102,GDEPT00702,GHALL01102
WELEV00G02_WELEV00G01,WELEV00G02,WELEV00G01
CHALL001L2_WELEV00JL2,CHALL001L2,WELEV00JL2
CHALL001L2_CLABS001L2,CHALL001L2,CLABS001L2
GHALL013L2_GHALL012L2,GHALL013L2,GHALL012L2
AHALL0120G_AHALL0130G,AHALL0120G,AHALL0130G
GHALL02702_GHALL02302,GHALL02702,GHALL02302
GHALL00402_GHALL00302,GHALL00402,GHALL00302
BHALL02302_BHALL02202,BHALL02302,BHALL02202
BHALL02302_BINFO00102,BHALL02302,BINFO00102
IHALL01903_IHALL01803,IHALL01903,IHALL01803
IHALL01903_IHALL02003,IHALL01903,IHALL02003
XHALL16302_XHALL16202,XHALL16302,XHALL16202
HHALL00902_WELEV00M02,HHALL00902,WELEV00M02
CLABS001L1_CREST002L1,CLABS001L1,CREST002L1
DHALL05102_DHALL05302,DHALL05102,DHALL05302
HBATH00203_HHALL01503,HBATH00203,HHALL01503
GHALL03802_GHALL03402,GHALL03802,GHALL03402
EHALL02201_EHALL02301,EHALL02201,EHALL02301
BHALL01002_BHALL01602,BHALL01002,BHALL01602
BHALL03302_BDEPT00602,BHALL03302,BDEPT00602
AHALL0020G_AHALL0130G,AHALL0020G,AHALL0130G
GELEV00N03_GELEV00N01,GELEV00N03,GELEV00N01
GELEV00N03_GELEV00N02,GELEV00N03,GELEV00N02
GELEV00N02_GELEV00N01,GELEV00N02,GELEV00N01
DHALL04002_DDEPT00302,DHALL04002,DDEPT00302
GREST01203_GHALL01103,GREST01203,GHALL01103
AHALL00101_ARETL00101,AHALL00101,ARETL00101
EHALL01101_EHALL01201,EHALL01101,EHALL01201
EHALL01101_EHALL01501,EHALL01101,EHALL01501
AHALL00102_ACONF00102,AHALL00102,ACONF00102
WELEV00H01_WELEV00H02,WELEV00H01,WELEV00H02
WELEV00H01_WELEV00H03,WELEV00H01,WELEV00H03
WELEV00H01_WELEV00HL1,WELEV00H01,WELEV00HL1
WELEV00H02_WELEV00H03,WELEV00H02,WELEV00H03
WELEV00H02_WELEV00HL1,WELEV00H02,WELEV00HL1
WELEV00H03_WELEV00HL1,WELEV00H03,WELEV00HL1
GHALL00303_GDEPT00403,GHALL00303,GDEPT00403
GHALL00301_GHALL02101,GHALL00301,GHALL02101
IHALL01803_WELEV00J03,IHALL01803,WELEV00J03
DHALL03102_DHALL03002,DHALL03102,DHALL03002
DHALL03102_DELEV00B02,DHALL03102,DELEV00B02
DHALL05402_DHALL05302,DHALL05402,DHALL05302
DHALL05402_DHALL05502,DHALL05402,DHALL05502
GHALL03301_GHALL03401,GHALL03301,GHALL03401
GHALL03302_GHALL03202,GHALL03302,GHALL03202
GHALL03302_GHALL03402,GHALL03302,GHALL03402
BHALL00602_BREST00202,BHALL00602,BREST00202
CHALL007L2_CHALL006L2,CHALL007L2,CHALL006L2
CHALL007L2_CHALL008L2,CHALL007L2,CHALL008L2
CHALL007L1_CHALL006L1,CHALL007L1,CHALL006L1
CHALL007L1_CHALL008L1,CHALL007L1,CHALL008L1
HHALL00202_HHALL00302,HHALL00202,HHALL00302
HHALL00203_HLABS00103,HHALL00203,HLABS00103
HHALL00203_HHALL00303,HHALL00203,HHALL00303
BHALL01702_BDEPT00702,BHALL01702,BDEPT00702
GHALL01003_GDEPT00403,GHALL01003,GDEPT00403
GHALL01003_GHALL01103,GHALL01003,GHALL01103
GHALL01002_GHALL01202,GHALL01002,GHALL01202
DHALL02002_DHALL02102,DHALL02002,DHALL02102
DHALL04302_DHALL04402,DHALL04302,DHALL04402
EHALL01201_EHALL01301,EHALL01201,EHALL01301
EHALL03501_EHALL03601,EHALL03501,EHALL03601
HHALL01303_HHALL01403,HHALL01303,HHALL01403
GHALL02102_GHALL02002,GHALL02102,GHALL02002
GHALL02102_GHALL02302,GHALL02102,GHALL02302
GHALL02101_GHALL02201,GHALL02101,GHALL02201
GHALL03202_GSTAI02802,GHALL03202,GSTAI02802
GHALL03202_GREST03102,GHALL03202,GREST03102
DHALL03002_DHALL03202,DHALL03002,DHALL03202
AHALL05306_ADEPT01406,AHALL05306,ADEPT01406
BHALL00502_WELEV00J02,BHALL00502,WELEV00J02
GELEV00QL1_GELEV00QL2,GELEV00QL1,GELEV00QL2
EHALL02401_EHALL01401,EHALL02401,EHALL01401
EHALL02401_EHALL02501,EHALL02401,EHALL02501
HHALL00303_HHALL00403,HHALL00303,HHALL00403
GRETL03501_GHALL03401,GRETL03501,GHALL03401
BREST00302_BHALL00402,BREST00302,BHALL00402
BREST00302_BSTAI00902,BREST00302,BSTAI00902
EHALL01301_EHALL01401,EHALL01301,EHALL01401
CREST002L1_CHALL006L1,CREST002L1,CHALL006L1
HHALL01403_HHALL01503,HHALL01403,HHALL01503
WELEV00J03_WELEV00J01,WELEV00J03,WELEV00J01
WELEV00J03_WELEV00J02,WELEV00J03,WELEV00J02
WELEV00J03_WELEV00JL1,WELEV00J03,WELEV00JL1
WELEV00J03_WELEV00JL2,WELEV00J03,WELEV00JL2
WELEV00J01_WELEV00J02,WELEV00J01,WELEV00J02
WELEV00J01_WELEV00JL1,WELEV00J01,WELEV00JL1
WELEV00J01_WELEV00JL2,WELEV00J01,WELEV00JL2
WELEV00J02_WELEV00JL1,WELEV00J02,WELEV00JL1
WELEV00J02_WELEV00JL2,WELEV00J02,WELEV00JL2
BHALL02802_BHALL02702,BHALL02802,BHALL02702
GHALL02002_GHALL02202,GHALL02002,GHALL02202
DHALL05602_DHALL05502,DHALL05602,DHALL05502
DHALL03302_DHALL03202,DHALL03302,DHALL03202
DHALL03302_DSTAI00502,DHALL03302,DSTAI00502
EHALL02501_EREST00201,EHALL02501,EREST00201
WELEV00L03_WELEV00L01,WELEV00L03,WELEV00L01
WELEV00L03_WELEV00L02,WELEV00L03,WELEV00L02
HHALL00402_HHALL00502,HHALL00402,HHALL00502
HHALL00403_HHALL00503,HHALL00403,HHALL00503
BINFO00102_BLABS00202,BINFO00102,BLABS00202
GHALL01202_GHALL01102,GHALL01202,GHALL01102
DHALL04502_DHALL04402,DHALL04502,DHALL04402
DHALL02202_DHALL02102,DHALL02202,DHALL02102
WELEV00K02_BHALL00302,WELEV00K02,BHALL00302
WELEV00K02_WELEV00K01,WELEV00K02,WELEV00K01
WELEV00K02_WELEV00K03,WELEV00K02,WELEV00K03
WELEV00K03_WELEV00K01,WELEV00K03,WELEV00K01
CHALL005L2_CHALL006L2,CHALL005L2,CHALL006L2
WELEV00K01_EHALL00301,WELEV00K01,EHALL00301
GHALL02302_GHALL02202,GHALL02302,GHALL02202
BHALL02702_BHALL02602,BHALL02702,BHALL02602
WELEV00M02_WELEV00M03,WELEV00M02,WELEV00M03
WELEV00M03_HHALL00503,WELEV00M03,HHALL00503
GSTAI00501_GSTAI02802,GSTAI00501,GSTAI02802
BHALL01402_BHALL02602,BHALL01402,BHALL02602
CLABS005L1_CREST004L1,CLABS005L1,CREST004L1
WELEV00JL1_WELEV00JL2,WELEV00JL1,WELEV00JL2
WELEV00L01_WELEV00L02,WELEV00L01,WELEV00L02
